sessionId,entrantId,positionOrder,positionText,laps,time
1994-02-FP1,6288,1,1,21,70223
1994-02-FP1,6291,2,2,21,71223
1994-02-FP1,6302,3,3,19,72230
1994-02-FP1,6287,4,4,20,72323
1994-02-FP1,6293,5,5,21,72722
1994-02-FP1,6299,6,6,21,72827
1994-02-FP1,6294,7,7,20,73103
1994-02-FP1,6308,8,8,21,73152
1994-02-FP1,6310,9,9,21,73424
1994-02-FP1,6292,10,10,15,73623
1994-02-FP1,6306,11,11,21,73658
1994-02-FP1,6290,12,12,21,73757
1994-02-FP1,6303,13,13,21,73778
1994-02-FP1,6295,14,14,21,73936
1994-02-FP1,6309,15,15,18,73984
1994-02-FP1,6296,16,16,13,74147
1994-02-FP1,6289,17,17,17,74175
1994-02-FP1,6316,18,18,12,74253
1994-02-FP1,6298,19,19,21,74357
1994-02-FP1,6315,20,20,21,74436
1994-02-FP1,6304,21,21,22,74746
1994-02-FP1,6311,22,22,20,74923
1994-02-FP1,6297,23,23,21,74985
1994-02-FP1,6301,24,24,11,75093
1994-02-FP1,6305,25,25,15,75772
1994-02-FP1,6312,26,26,19,76931
1994-02-FP1,6314,27,27,13,77218
1994-02-FP1,6313,28,28,3,79597
