sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1985-15-R,5807,1,1,5302866,1,,75,9,1,9,,,
1985-15-R,5808,2,2,5310438,3,,75,6,1,6,7572,,
1985-15-R,5803,3,3,,9,,74,4,1,1,+1 lap,,
1985-15-R,5830,4,4,,16,,74,3,1,3,+1 lap,,
1985-15-R,5817,5,5,,11,,74,2,1,2,+1 lap,,
1985-15-R,5818,6,6,,10,,74,1,1,1,+1 lap,,
1985-15-R,5837,7,7,,17,,73,0,1,0,+2 laps,,
1985-15-R,5813,8,DNF,,6,,52,0,1,0,,,Engine
1985-15-R,5832,9,DNF,,19,,45,0,1,0,,,Radiator
1985-15-R,5802,10,DNF,,8,,37,0,1,0,,,Turbo
1985-15-R,5856,11,DNF,,18,,16,0,1,0,,,Accident
1985-15-R,5814,12,DNF,,4,,8,0,1,0,,,Engine
1985-15-R,5827,13,DNF,,15,,8,0,1,0,,,Turbo
1985-15-R,5809,14,DNF,,2,,6,0,1,0,,,Engine
1985-15-R,5848,15,DNF,,13,,4,0,1,0,,,Engine
1985-15-R,5833,16,DNF,,7,,3,0,1,0,,,Engine
1985-15-R,5834,17,DNF,,5,,3,0,1,0,,,Engine
1985-15-R,5845,18,DNF,,20,,1,0,1,0,,,Electrical
1985-15-R,5844,19,DNF,,12,,0,0,1,0,,,Collision
1985-15-R,5840,20,DNF,,14,,0,0,1,0,,,Collision
