sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2007-05-R,6762,1,1,6029329,1,,78,10,1,10,,,
2007-05-R,6763,2,2,6033424,2,,78,8,1,8,4095,,
2007-05-R,6766,3,3,6098443,3,,78,6,1,6,"01:09,11",,
2007-05-R,6764,4,4,,4,,77,5,1,5,+1 lap,,
2007-05-R,6771,5,5,,8,,77,4,1,4,+1 lap,,
2007-05-R,6770,6,6,,7,,77,3,1,3,+1 lap,,
2007-05-R,6777,7,7,,11,,77,2,1,2,+1 lap,,
2007-05-R,6767,8,8,,16,,77,1,1,1,+1 lap,,
2007-05-R,6779,9,9,,18,,77,0,1,0,+1 lap,,
2007-05-R,6769,10,10,,9,,77,0,1,0,+1 lap,,
2007-05-R,6768,11,11,,10,,77,0,1,0,+1 lap,,
2007-05-R,6776,12,12,,5,,77,0,1,0,+1 lap,,
2007-05-R,6765,13,13,,15,,76,0,1,0,,,Engine
2007-05-R,6774,14,14,,13,2,76,0,1,0,+2 laps,,
2007-05-R,6773,15,15,,14,,76,0,1,0,+2 laps,,
2007-05-R,6772,16,16,,20,,76,0,1,0,+2 laps,,
2007-05-R,6782,17,17,,21,,76,0,1,0,+2 laps,,
2007-05-R,6783,18,18,,17,,76,0,1,0,+2 laps,,
2007-05-R,6781,19,19,,22,,70,0,1,0,,,Driveshaft
2007-05-R,6780,20,DNF,,19,,53,0,1,0,,,Accident
2007-05-R,6775,21,DNF,,6,,17,0,1,0,,,Gearbox
2007-05-R,6778,22,DNF,,12,,1,0,1,0,,,Accident
