sessionId,entrantId,positionOrder,positionText,laps,time
1994-16-FP2,6340,1,1,21,76802
1994-16-FP2,6291,2,2,23,77301
1994-16-FP2,6329,3,3,20,77383
1994-16-FP2,6293,4,4,12,77481
1994-16-FP2,6328,5,5,16,77491
1994-16-FP2,6289,6,6,14,78041
1994-16-FP2,6294,7,7,19,78107
1994-16-FP2,6346,8,8,23,78197
1994-16-FP2,6331,9,9,15,78364
1994-16-FP2,6299,10,10,10,78434
1994-16-FP2,6310,11,11,19,78543
1994-16-FP2,6300,12,12,10,78651
1994-16-FP2,6296,13,13,10,78775
1994-16-FP2,6349,14,14,15,78894
1994-16-FP2,6323,15,15,15,78996
1994-16-FP2,6347,16,16,15,79353
1994-16-FP2,6290,17,17,10,79362
1994-16-FP2,6295,18,18,19,79591
1994-16-FP2,6342,19,19,17,79645
1994-16-FP2,6306,20,20,9,79726
1994-16-FP2,6343,21,21,9,80472
1994-16-FP2,6324,22,22,14,80812
1994-16-FP2,6311,23,23,6,81728
1994-16-FP2,6339,24,24,8,82123
1994-16-FP2,6345,25,25,9,82350
1994-16-FP2,6351,26,26,10,82489
1994-16-FP2,6338,27,27,10,83125
1994-16-FP2,6348,28,28,6,83165
