sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1980-10-R,5469,1,1,5175730,2,,54,9,1,9,,,
1980-10-R,5484,2,2,5176550,3,,54,6,1,6,820,,
1980-10-R,5480,3,3,5195090,4,,54,4,1,4,19360,,
1980-10-R,5478,4,4,5217750,5,,54,3,1,3,42020,,
1980-10-R,5460,5,5,5238540,7,,54,2,1,2,"01:02,81",,
1980-10-R,5467,6,6,5250700,9,,54,1,1,1,"01:14,97",,
1980-10-R,5463,7,7,5269140,12,,54,0,1,0,"01:33,41",,
1980-10-R,5457,8,8,,15,,53,0,1,0,+1 lap,,
1980-10-R,5470,9,9,,1,,53,0,1,0,+1 lap,,
1980-10-R,5500,10,10,,14,,53,0,1,0,+1 lap,,
1980-10-R,5501,11,11,,23,,53,0,1,0,+1 lap,,
1980-10-R,5488,12,12,,16,,53,0,1,0,+1 lap,,
1980-10-R,5456,13,13,,22,,53,0,1,0,+1 lap,,
1980-10-R,5481,14,14,,18,,53,0,1,0,+1 lap,,
1980-10-R,5506,15,15,,20,,52,0,1,0,+2 laps,,
1980-10-R,5505,16,16,,11,,52,0,1,0,+2 laps,,
1980-10-R,5508,17,DNF,,24,,40,0,1,0,,,Engine
1980-10-R,5462,18,DNF,,21,,34,0,1,0,,,Engine
1980-10-R,5476,19,DNF,,8,,28,0,1,0,,,Wheel
1980-10-R,5485,20,DNF,,13,,25,0,1,0,,,Electrical
1980-10-R,5477,21,DNF,,6,,25,0,1,0,,,Handling
1980-10-R,5483,22,DNF,,19,,23,0,1,0,,,Wheel bearing
1980-10-R,5486,23,DNF,,10,,12,0,1,0,,,Brakes
1980-10-R,5466,24,DNF,,17,,6,0,1,0,,,Engine
