sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2017-02-R,7112,1,1,5856158,1,,56,25,1,25,,,
2017-02-R,7097,2,2,5862408,2,,56,18,1,18,6250,,
2017-02-R,7110,3,3,5901350,16,,56,15,1,15,45192,,
2017-02-R,7096,4,4,5902193,5,,56,12,1,12,46035,,
2017-02-R,7098,5,5,5904234,4,,56,10,1,10,48076,,
2017-02-R,7114,6,6,5904966,3,,56,8,1,8,48808,,
2017-02-R,7113,7,7,5929051,11,,56,6,1,6,"01:12,89",,
2017-02-R,7105,8,8,,12,,55,4,1,4,+1 lap,,
2017-02-R,7101,9,9,,8,,55,2,1,2,+1 lap,,
2017-02-R,7109,10,10,,17,,55,1,1,1,+1 lap,,
2017-02-R,7099,11,11,,19,5,55,0,1,0,+1 lap,,
2017-02-R,7107,12,12,,7,,55,0,1,0,+1 lap,,
2017-02-R,7108,13,13,,20,5,55,0,1,0,+1 lap,,
2017-02-R,7104,14,14,,6,,55,0,1,0,+1 lap,,
2017-02-R,7100,15,15,,14,,55,0,1,0,+1 lap,,
2017-02-R,7102,16,DNF,,13,,33,0,1,0,,,Driveshaft
2017-02-R,7106,17,DNF,,9,,18,0,1,0,,,Hydraulics
2017-02-R,7095,18,DNF,,15,,17,0,1,0,,,Fuel pressure
2017-02-R,7111,19,DNF,,18,5,3,0,1,0,,,Accident
2017-02-R,7103,20,DNF,,10,,0,0,1,0,,,Collision
