sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1968-12-R,3848,1,1,7003950,3,,65,9,1,9,,,
1968-12-R,3684,2,2,7083270,9,,65,6,1,6,"01:19,32",,
1968-12-R,3849,3,3,7104600,14,,65,4,1,4,"01:40,65",,
1968-12-R,3846,4,4,7105040,12,,65,3,1,3,"01:41,09",,
1968-12-R,3859,5,5,,18,,64,2,1,2,+1 lap,,
1968-12-R,3800,6,6,,1,,64,1,1,1,+1 lap,,
1968-12-R,3852,7,7,,7,,64,0,1,0,+1 lap,,
1968-12-R,3853,8,8,,17,,63,0,1,0,+2 laps,,
1968-12-R,3857,9,9,,20,,62,0,1,0,+3 laps,,
1968-12-R,3685,10,10,,8,,59,0,1,0,,,Oil pressure
1968-12-R,3860,11,DNF,,16,,57,0,1,0,,,Ignition
1968-12-R,3851,12,DNF,,5,,28,0,1,0,,,Suspension
1968-12-R,3806,13,DNF,,19,,25,0,1,0,,,Engine
1968-12-R,3803,14,DNF,,21,,21,0,1,0,,,Engine
1968-12-R,3843,15,DNF,,6,,17,0,1,0,,,Overheating
1968-12-R,3844,16,DNF,,2,,16,0,1,0,,,Transmission
1968-12-R,3858,17,DNF,,11,,14,0,1,0,,,Broken wing
1968-12-R,3855,18,DNF,,13,,10,0,1,0,,,Suspension
1968-12-R,3683,19,DNF,,4,,10,0,1,0,,,Suspension
1968-12-R,3856,20,DNF,,15,,3,0,1,0,,,Ignition
1968-12-R,3776,21,DNF,,10,,2,0,1,0,,,Ignition
