sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1959-04-R,2023,1,1,7286500,1,,50,8,1,8,,,
1959-04-R,2024,2,2,7314000,3,,50,6,1,6,27500,,
1959-04-R,2006,3,3,7384200,2,,50,4,1,4,"01:37,70",,
1959-04-R,2022,4,4,7394000,11,,50,3,1,3,"01:47,50",,
1959-04-R,2017,5,5,7394200,10,,50,2,1,2,"01:47,70",,
1959-04-R,2033,6,6,7412200,13,,50,0,1,0,"02:05,70",,
1959-04-R,2004,7,7,,9,,47,0,1,0,+3 laps,,
1959-04-R,2031,8,8,,21,,41,0,1,0,+9 laps,,
1959-04-R,2032,9,9,,20,,40,0,1,0,+10 laps,,
1959-04-R,2030,10,10,,18,,40,0,1,0,+10 laps,,
1959-04-R,2018,11,11,,8,,36,0,1,0,+14 laps,,
1959-04-R,2026,12,DNF,,5,,31,0,1,0,,,Engine
1959-04-R,2019,13,DNF,,16,,20,0,1,0,,,Engine
1959-04-R,2025,14,DNF,,12,,19,0,1,0,,,Radiator
1959-04-R,2028,15,DNF,,15,,14,0,1,0,,,Wheel
1959-04-R,2020,16,DNF,,19,,13,0,1,0,,,Engine
1959-04-R,2016,17,DNF,,7,,8,0,1,0,,,Physical
1959-04-R,2027,18,DNF,,14,,7,0,1,0,,,Radiator
1959-04-R,2021,19,DNF,,17,,7,0,1,0,,,Oil leak
1959-04-R,2015,20,DNF,,6,,6,0,1,0,,,Engine
1959-04-R,2014,21,DSQ,,4,,42,1,1,1,,,
