sessionId,entrantId,positionOrder,positionText,laps,time
1958-11-Q1,1896,1,1,,143100
1958-11-Q1,1804,2,2,,143200
1958-11-Q1,1806,3,3,,143700
1958-11-Q1,1722,4,4,,143800
1958-11-Q1,1895,5,5,,144100
1958-11-Q1,1894,6,6,,144300
1958-11-Q1,1805,7,7,,144400
1958-11-Q1,1897,8,8,,144900
1958-11-Q1,1906,9,9,,146100
1958-11-Q1,1807,10,10,,146400
1958-11-Q1,1903,11,11,,147000
1958-11-Q1,1905,12,12,,147100
1958-11-Q1,1899,13,13,,147600
1958-11-Q1,1902,14,14,,148600
1958-11-Q1,1898,15,15,,149800
1958-11-Q1,1904,16,16,,153700
1958-11-Q1,1901,17,17,,155100
1958-11-Q1,1884,18,18,,155100
1958-11-Q1,1910,19,19,,156600
1958-11-Q1,1900,20,20,,158200
1958-11-Q1,1911,21,21,,161200
1958-11-Q1,1913,22,22,,162500
1958-11-Q1,1914,23,23,,163100
1958-11-Q1,1912,24,24,,166600
1958-11-Q1,1909,25,25,,167000
