sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1982-02-R,5618,1,1,6273134,1,,63,9,1,9,,,
1982-02-R,5611,2,2,6276124,12,,63,6,1,6,2990,,
1982-02-R,5640,3,3,6309994,14,,63,4,1,4,36860,,
1982-02-R,5607,4,4,6323894,13,,63,3,1,3,50760,,
1982-02-R,5613,5,5,,15,,62,2,1,2,+1 lap,,
1982-02-R,5628,6,6,,8,,62,1,1,1,+1 lap,,
1982-02-R,5608,7,7,,21,,61,0,1,0,+2 laps,,
1982-02-R,5642,8,8,,22,,61,0,1,0,+2 laps,,
1982-02-R,5631,9,9,,23,,60,0,1,0,+3 laps,,
1982-02-R,5630,10,10,,19,,57,0,1,0,+6 laps,,
1982-02-R,5614,11,DNF,,18,,38,0,1,0,,,Engine
1982-02-R,5622,12,DNF,,25,,36,0,1,0,,,Suspension
1982-02-R,5637,13,DNF,,9,,34,0,1,0,,,Physical
1982-02-R,5627,14,DNF,,2,,29,0,1,0,,,Accident
1982-02-R,5638,15,DNF,,5,,22,0,1,0,,,Collision
1982-02-R,5619,16,DNF,,4,,21,0,1,0,,,Collision
1982-02-R,5609,17,DNF,,6,,21,0,1,0,,,Collision
1982-02-R,5639,18,DNF,,11,,21,0,1,0,,,Collision
1982-02-R,5625,19,DNF,,26,,19,0,1,0,,,Water leak
1982-02-R,5645,20,DNF,,16,,16,0,1,0,,,Clutch
1982-02-R,5626,21,DNF,,24,,15,0,1,0,,,Chassis
1982-02-R,5644,22,DNF,,10,,14,0,1,0,,,Chassis
1982-02-R,5646,23,DNF,,20,,12,0,1,0,,,Spun off
1982-02-R,5643,24,DNF,,17,,11,0,1,0,,,Spun off
1982-02-R,5636,25,DSQ,,7,,63,0,1,0,,,Car underweight
1982-02-R,5610,26,DSQ,,3,,63,0,1,0,,,Car underweight
