sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2005-14-R,6675,1,1,5074454,1,,58,10,1,10,,,
2005-14-R,6671,2,2,5093063,3,,58,8,1,8,18609,,
2005-14-R,6676,3,3,5094089,4,,58,6,1,6,19635,,
2005-14-R,6672,4,4,5112427,2,,58,5,1,5,37973,,
2005-14-R,6669,5,5,5113758,13,,58,4,1,4,39304,,
2005-14-R,6681,6,6,5129874,5,,58,3,1,3,55420,,
2005-14-R,6679,7,7,5143750,12,,58,2,1,2,"01:09,30",,
2005-14-R,6680,8,8,5146076,10,,58,1,1,1,"01:11,62",,
2005-14-R,6670,9,9,5184441,20,SFB,58,0,1,0,"01:49,99",,
2005-14-R,6693,10,10,,11,,57,0,1,0,+1 lap,,
2005-14-R,6677,11,11,,16,,57,0,1,0,+1 lap,,
2005-14-R,6682,12,12,,9,,57,0,1,0,+1 lap,,
2005-14-R,6705,13,13,,17,,55,0,1,0,+3 laps,,
2005-14-R,6684,14,14,,18,,55,0,1,0,+3 laps,,
2005-14-R,6683,15,15,,14,,55,0,1,0,+3 laps,,
2005-14-R,6699,16,DNF,,15,,48,0,1,0,,,Withdrew
2005-14-R,6692,17,DNF,,19,,32,0,1,0,,,Collision damage
2005-14-R,6674,18,DNF,,6,,29,0,1,0,,,Tyre
2005-14-R,6678,19,DNF,,8,,28,0,1,0,,,Engine
2005-14-R,6673,20,DNF,,7,,20,0,1,0,,,Tyre
