sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2001-05-R,6534,1,1,5463305,1,,65,10,1,10,,,
2001-05-R,6539,2,2,5504043,12,,65,6,1,6,40738,,
2001-05-R,6543,3,3,5512931,7,,65,4,1,4,49626,,
2001-05-R,6545,4,4,5514558,6,,65,3,1,3,51253,,
2001-05-R,6537,5,5,5514921,3,,65,2,1,2,51616,,
2001-05-R,6548,6,6,5525198,10,,65,1,1,1,"01:01,89",,
2001-05-R,6542,7,7,5528282,11,,65,0,1,0,"01:04,98",,
2001-05-R,6549,8,8,5543113,9,,65,0,1,0,"01:19,81",,
2001-05-R,6536,9,9,,2,,64,0,1,0,,,Clutch
2001-05-R,6554,10,10,,15,,64,0,1,0,+1 lap,,
2001-05-R,6557,11,11,,14,,64,0,1,0,+1 lap,,
2001-05-R,6546,12,12,,17,,63,0,1,0,+2 laps,,
2001-05-R,6553,13,13,,18,,63,0,1,0,+2 laps,,
2001-05-R,6540,14,14,,19,,63,0,1,0,+2 laps,,
2001-05-R,6541,15,15,,21,,62,0,1,0,+3 laps,,
2001-05-R,6552,16,16,,22,,62,0,1,0,+3 laps,,
2001-05-R,6535,17,DNF,,4,,49,0,1,0,,,Suspension
2001-05-R,6550,18,DNF,,13,,48,0,1,0,,,Engine
2001-05-R,6538,19,DNF,,5,,20,0,1,0,,,Brakes
2001-05-R,6547,20,DNF,,16,,8,0,1,0,,,Fuel pressure
2001-05-R,6556,21,DNF,,20,,5,0,1,0,,,Collision
2001-05-R,6544,22,DNF,,8,,5,0,1,0,,,Collision
