sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1994-06-R,6291,1,1,6271887,1,,69,10,1,10,,,
1994-06-R,6287,2,2,6311547,4,,69,6,1,6,39660,,
1994-06-R,6307,3,3,6345275,2,,69,4,1,4,"01:13,39",,
1994-06-R,6308,4,4,6347496,3,,69,3,1,3,"01:15,61",,
1994-06-R,6319,5,5,,5,,68,2,1,2,+1 lap,,
1994-06-R,6317,6,6,,20,,68,1,1,1,+1 lap,,
1994-06-R,6299,7,7,,6,,68,0,1,0,+1 lap,,
1994-06-R,6321,8,8,,17,,68,0,1,0,+1 lap,,
1994-06-R,6323,9,9,,15,,68,0,1,0,+1 lap,,
1994-06-R,6290,10,10,,13,,67,0,1,0,,,Spun off
1994-06-R,6324,11,11,,18,,67,0,1,0,+2 laps,,
1994-06-R,6306,12,12,,19,,67,0,1,0,+2 laps,,
1994-06-R,6305,13,13,,24,,66,0,1,0,+3 laps,,
1994-06-R,6311,14,14,,25,,65,0,1,0,+4 laps,,
1994-06-R,6320,15,15,,23,,62,0,1,0,+7 laps,,
1994-06-R,6293,16,DNF,,7,,61,0,1,0,,,Engine
1994-06-R,6301,17,DNF,,22,,57,0,1,0,,,Engine
1994-06-R,6296,18,DNF,,11,,50,0,1,0,,,Transmission
1994-06-R,6314,19,DNF,,26,,47,0,1,0,,,Oil pressure
1994-06-R,6302,20,DNF,,21,,45,0,1,0,,,Clutch
1994-06-R,6289,21,DNF,,9,,44,0,1,0,,,Accident
1994-06-R,6300,22,DNF,,8,,40,0,1,0,,,Spun off
1994-06-R,6325,23,DNF,,14,,24,0,1,0,,,Oil pressure
1994-06-R,6310,24,DNF,,10,,5,0,1,0,,,Spun off
1994-06-R,6294,25,DNF,,12,,3,0,1,0,,,Electrical
1994-06-R,6295,26,DSQ,,16,,68,0,1,0,,,Car underweight
