sessionId,entrantId,positionOrder,positionText,laps,time
1995-15-Q1,6394,1,1,10,74182
1995-15-Q1,6393,2,2,11,74289
1995-15-Q1,6352,3,3,12,74524
1995-15-Q1,6374,4,4,9,74919
1995-15-Q1,6375,5,5,8,74974
1995-15-Q1,6353,6,6,12,75561
1995-15-Q1,6383,7,7,10,75652
1995-15-Q1,6365,8,8,12,75696
1995-15-Q1,6377,9,9,8,75942
1995-15-Q1,6364,10,10,11,76263
1995-15-Q1,6396,11,11,11,76339
1995-15-Q1,6385,12,12,10,76646
1995-15-Q1,6372,13,13,11,77019
1995-15-Q1,6373,14,14,8,77071
1995-15-Q1,6355,15,15,12,77213
1995-15-Q1,6389,16,16,12,77224
1995-15-Q1,6354,17,17,12,77265
1995-15-Q1,6371,18,18,12,77612
1995-15-Q1,6360,19,19,12,78288
1995-15-Q1,6361,20,20,12,79471
1995-15-Q1,6369,21,21,11,79745
1995-15-Q1,6368,22,22,10,80555
1995-15-Q1,6367,23,23,4,82096
1995-15-Q1,6366,24,24,7,82710
