sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2000-06-R,6511,1,1,6120307,2,,67,10,1,10,,,
2000-06-R,6509,2,2,6134128,3,,67,6,1,6,13821,,
2000-06-R,6510,3,3,,1,,66,4,1,4,+1 lap,,
2000-06-R,6512,4,4,,4,,66,3,1,3,+1 lap,,
2000-06-R,6519,5,5,,7,,66,2,1,2,+1 lap,,
2000-06-R,6525,6,6,,12,,66,1,1,1,+1 lap,,
2000-06-R,6523,7,7,,15,,65,0,1,0,+2 laps,,
2000-06-R,6528,8,8,,21,,65,0,1,0,+2 laps,,
2000-06-R,6521,9,9,,17,,65,0,1,0,+2 laps,,
2000-06-R,6518,10,10,,11,,62,0,1,0,,,Electrical
2000-06-R,6516,11,11,,16,,61,0,1,0,,,Collision
2000-06-R,6520,12,12,,14,,61,0,1,0,,,Collision
2000-06-R,6530,13,DNF,,18,,51,0,1,0,,,Spun off
2000-06-R,6527,14,DNF,,20,,47,0,1,0,,,Throttle
2000-06-R,6529,15,DNF,,9,,46,0,1,0,,,Engine
2000-06-R,6515,16,DNF,,8,,29,0,1,0,,,Collision
2000-06-R,6526,17,DNF,,13,,29,0,1,0,,,Spun off
2000-06-R,6517,18,DNF,,5,,29,0,1,0,,,Collision
2000-06-R,6524,19,DNF,,19,,27,0,1,0,,,Halfshaft
2000-06-R,6513,20,DNF,,10,,2,0,1,0,,,Engine
2000-06-R,6514,21,DNF,,6,,0,0,1,0,,,Collision
