sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2016-04-R,7066,1,1,5561997,1,,53,25,1,25,,,
2016-04-R,7081,2,2,5587019,10,,53,18,1,18,25022,,
2016-04-R,7067,3,3,5593995,3,,53,15,1,15,31998,,
2016-04-R,7083,4,4,5612214,2,,53,12,1,12,50217,,
2016-04-R,7073,5,5,5636424,4,,53,10,1,10,"01:14,43",,
2016-04-R,7072,6,6,,14,,52,8,1,8,+1 lap,,
2016-04-R,7074,7,7,,17,,52,6,1,6,+1 lap,,
2016-04-R,7068,8,8,,15,,52,4,1,4,+1 lap,,
2016-04-R,7070,9,9,,6,,52,2,1,2,+1 lap,,
2016-04-R,7076,10,10,,12,,52,1,1,1,+1 lap,,
2016-04-R,7064,11,11,,5,,52,0,1,0,+1 lap,,
2016-04-R,7082,12,12,,11,,52,0,1,0,+1 lap,,
2016-04-R,7079,13,13,,18,,52,0,1,0,+1 lap,,
2016-04-R,7069,14,14,,22,,52,0,1,0,+1 lap,,
2016-04-R,7077,15,15,,8,,52,0,1,0,+1 lap,,
2016-04-R,7071,16,16,,19,,52,0,1,0,+1 lap,,
2016-04-R,7075,17,17,,16,,52,0,1,0,+1 lap,,
2016-04-R,7085,18,18,,20,,51,0,1,0,+2 laps,,
2016-04-R,7080,19,DNF,,9,,33,0,1,0,,,Power unit
2016-04-R,7065,20,DNF,,7,5,0,0,1,0,,,Collision
2016-04-R,7078,21,DNF,,13,,0,0,1,0,,,Collision
2016-04-R,7084,22,DNF,,21,,0,0,1,0,,,Collision
