sessionId,entrantId,positionOrder,positionText,laps,time
1995-10-FP2,6356,1,1,22,78682
1995-10-FP2,6384,2,2,22,78726
1995-10-FP2,6352,3,3,20,78790
1995-10-FP2,6357,4,4,19,78876
1995-10-FP2,6375,5,5,20,79201
1995-10-FP2,6365,6,6,21,79782
1995-10-FP2,6373,7,7,23,79973
1995-10-FP2,6374,8,8,7,80021
1995-10-FP2,6364,9,9,19,80251
1995-10-FP2,6353,10,10,23,80451
1995-10-FP2,6383,11,11,21,80785
1995-10-FP2,6382,12,12,22,80851
1995-10-FP2,6377,13,13,17,81011
1995-10-FP2,6389,14,14,23,81638
1995-10-FP2,6371,15,15,23,81754
1995-10-FP2,6355,16,16,22,82034
1995-10-FP2,6354,17,17,22,82123
1995-10-FP2,6385,18,18,18,82518
1995-10-FP2,6361,19,19,23,83173
1995-10-FP2,6387,20,20,10,83325
1995-10-FP2,6369,21,21,13,84889
1995-10-FP2,6367,22,22,12,85081
1995-10-FP2,6368,23,23,21,85389
1995-10-FP2,6388,24,24,14,87871
