sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1979-04-R,5414,1,1,6625400,1,,80,9,1,9,,,
1979-04-R,5413,2,2,6654780,3,,80,6,1,6,29380,,
1979-04-R,5406,3,3,6685090,10,,80,4,1,4,59690,,
1979-04-R,5385,4,4,6689730,6,,80,3,1,3,"01:04,33",,
1979-04-R,5404,5,5,6708920,4,,80,2,1,2,"01:23,52",,
1979-04-R,5388,6,6,,7,,79,1,1,1,+1 lap,,
1979-04-R,5400,7,7,,20,,78,0,1,0,+2 laps,,
1979-04-R,5411,8,8,,12,,78,0,1,0,+2 laps,,
1979-04-R,5409,9,9,,13,,78,0,1,0,+2 laps,,
1979-04-R,5410,10,DNF,,23,,71,0,1,0,,,Accident
1979-04-R,5416,11,DNF,,24,,69,0,1,0,,,Accident
1979-04-R,5417,12,DNF,,18,,62,0,1,0,,,Injection
1979-04-R,5407,13,DNF,,15,,48,0,1,0,,,Engine
1979-04-R,5399,14,DNF,,14,,47,0,1,0,,,Suspension
1979-04-R,5408,15,DNF,,9,,40,0,1,0,,,Brakes
1979-04-R,5386,16,DNF,,2,,21,0,1,0,,,Transmission
1979-04-R,5396,17,DNF,,16,,19,0,1,0,,,Transmission
1979-04-R,5403,18,DNF,,22,,13,0,1,0,,,Engine
1979-04-R,5405,19,DNF,,5,,8,0,1,0,,,Brakes
1979-04-R,5419,20,DNF,,8,,0,0,1,0,,,Transmission
1979-04-R,5389,21,DNF,,11,,0,0,1,0,,,Accident
1979-04-R,5418,22,DNF,,19,,0,0,1,0,,,Collision
1979-04-R,5387,23,DSQ,,17,,72,0,1,0,,,Push start
1979-04-R,5393,24,DSQ,,21,,49,0,1,0,,,Push start
