sessionId,entrantId,positionOrder,positionText,laps,time
2010-14-FP2,6851,1,1,27,82839
2010-14-FP2,6854,2,2,32,82915
2010-14-FP2,6853,3,3,20,83061
2010-14-FP2,6848,4,4,22,83154
2010-14-FP2,6847,5,5,38,83210
2010-14-FP2,6852,6,6,23,83415
2010-14-FP2,6855,7,7,31,83708
2010-14-FP2,6857,8,8,32,83709
2010-14-FP2,6856,9,9,30,83852
2010-14-FP2,6850,10,10,29,83857
2010-14-FP2,6859,11,11,35,84181
2010-14-FP2,6860,12,12,36,84380
2010-14-FP2,6858,13,13,21,84407
2010-14-FP2,6849,14,14,29,84448
2010-14-FP2,6861,15,15,35,84517
2010-14-FP2,6867,16,16,32,84547
2010-14-FP2,6868,17,17,31,84785
2010-14-FP2,6862,18,18,24,85106
2010-14-FP2,6863,19,19,38,86204
2010-14-FP2,6864,20,20,41,86306
2010-14-FP2,6870,21,21,31,86631
2010-14-FP2,6869,22,22,25,86676
2010-14-FP2,6878,23,23,5,89498
2010-14-FP2,6866,24,24,3,
