sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1968-01-R,3663,1,1,6836600,1,,80,9,1,9,,,
1968-01-R,3664,2,2,6861900,2,,80,6,1,6,25300,,
1968-01-R,3662,3,3,6867000,4,,80,4,1,4,30400,,
1968-01-R,3667,4,4,,8,,78,3,1,3,+2 laps,,
1968-01-R,3660,5,5,,9,,78,2,1,2,+2 laps,,
1968-01-R,3679,6,6,,18,,77,1,1,1,+3 laps,,
1968-01-R,3677,7,7,,16,,77,0,1,0,+3 laps,,
1968-01-R,3666,8,8,,6,,75,0,1,0,+5 laps,,
1968-01-R,3675,9,9,,17,,75,0,1,0,+5 laps,,
1968-01-R,3681,10,NC,,23,,70,0,1,0,+10 laps,,
1968-01-R,3665,11,DNF,,12,,58,0,1,0,,,Oil leak
1968-01-R,3668,12,DNF,,11,,51,0,1,0,,,Oil leak
1968-01-R,3678,13,DNF,,19,,47,0,1,0,,,Overheating
1968-01-R,3674,14,DNF,,3,,43,0,1,0,,,Engine
1968-01-R,3676,15,DNF,,22,,35,0,1,0,,,Overheating
1968-01-R,3682,16,DNF,,20,,22,0,1,0,,,Engine
1968-01-R,3670,17,DNF,,10,,20,0,1,0,,,Fuel system
1968-01-R,3661,18,DNF,,5,,17,0,1,0,,,Engine
1968-01-R,3669,19,DNF,,7,,13,0,1,0,,,Accident
1968-01-R,3671,20,DNF,,13,,8,0,1,0,,,Fuel system
1968-01-R,3672,21,DNF,,21,,4,0,1,0,,,Oil leak
1968-01-R,3680,22,DNF,,14,,3,0,1,0,,,Differential
1968-01-R,3673,23,DNF,,15,,2,0,1,0,,,Water pipe
