sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2019-13-R,7164,1,1,5025710,1,,44,25,1,25,,,
2019-13-R,7171,2,2,5026691,3,,44,18,1,18,981,,
2019-13-R,7174,3,3,5038295,4,,44,15,1,15,12585,,
2019-13-R,7159,4,4,5052132,2,,44,13,1,13,26422,,
2019-13-R,7181,5,5,5107035,17,SFB,44,10,1,10,"01:21,33",,
2019-13-R,7163,6,6,5110158,7,,44,8,1,8,"01:24,45",,
2019-13-R,7168,7,7,5115367,19,SFB,44,6,1,6,"01:29,66",,
2019-13-R,7169,8,8,5132349,12,5,44,4,1,4,"01:46,64",,
2019-13-R,7180,9,9,5134878,13,,44,2,1,2,"01:49,17",,
2019-13-R,7165,10,10,5135548,16,SFB,44,1,1,1,"01:49,84",,
2019-13-R,7158,11,11,,11,,43,0,1,0,,,Power loss
2019-13-R,7166,12,12,,8,,43,0,1,0,+1 lap,,
2019-13-R,7161,13,13,,9,,43,0,1,0,+1 lap,,
2019-13-R,7157,14,14,,10,5,43,0,1,0,+1 lap,,
2019-13-R,7173,15,15,,14,,43,0,1,0,+1 lap,,
2019-13-R,7160,16,16,,6,,43,0,1,0,+1 lap,,
2019-13-R,7175,17,17,,PL,5,43,0,1,0,+1 lap,,
2019-13-R,7176,18,18,,18,SFB,42,0,1,0,,,Accident
2019-13-R,7172,19,DNF,,15,15,1,0,1,0,,,Power loss
2019-13-R,7170,20,DNF,,5,,0,0,1,0,,,Accident
