entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6929,1,1,5788651,2,,55,25,1,25,,,
6930,2,2,5796882,1,,55,18,1,18,8231,,
6933,3,3,5802595,4,,55,15,1,15,13944,,
6934,4,4,5808819,6,,55,12,1,12,20168,,
6937,5,5,5825390,5,,55,10,1,10,36739,,
6940,6,6,5833952,8,,55,8,1,8,45301,,
6938,7,7,5843463,7,,55,6,1,6,54812,,
6944,8,8,5858240,16,,55,4,1,4,"01:09,59",,
6943,9,9,5860438,21,5,55,2,1,2,"01:11,79",,
6932,10,10,5868343,3,,55,1,1,1,"01:19,69",,
6942,11,11,5868713,12,,55,0,1,0,"01:20,06",,
6939,12,12,5873099,14,,55,0,1,0,"01:24,45",,
6935,13,13,5877892,10,,55,0,1,0,"01:29,24",,
6945,14,14,5883575,15,,55,0,1,0,"01:34,92",,
6946,15,15,5885553,17,,55,0,1,0,"01:36,90",,
6948,16,16,,18,,54,0,1,0,+1 lap,,
6947,17,17,,19,,54,0,1,0,+1 lap,,
6951,18,18,,20,,54,0,1,0,+1 lap,,
6952,19,19,,24,10,53,0,1,0,+2 laps,,
6950,20,20,,23,,53,0,1,0,+2 laps,,
6949,21,DNF,,22,,16,0,1,0,,,Throttle
6941,22,DNF,,13,,16,0,1,0,,,Collision damage
6936,23,DNF,,9,,1,0,1,0,,,Collision damage
6931,24,DNF,,11,,0,0,1,0,,,Collision
