entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6854,1,1,10100810,3,,55,25,1,25,,
6848,2,2,10115809,4,,55,18,1,18,,
6853,3,3,10131678,6,,55,15,1,15,,
6849,4,4,10140498,9,,55,12,1,12,,
6857,5,5,10148544,8,,55,10,1,10,,
6860,6,6,10154381,17,,55,8,1,8,,
6855,7,7,10170067,10,,55,6,1,6,,
6868,8,8,10178699,12,,55,4,1,4,,
6880,9,9,10180917,13,,55,2,1,2,,
6856,10,10,10181661,11,,55,1,1,1,,
6862,11,11,10184956,15,,55,0,1,0,,
6847,12,12,10190749,7,,55,0,1,0,,
6864,13,13,,21,,54,0,1,0,,
6866,14,14,,24,,53,0,1,0,,
6878,15,15,,23,,53,0,1,0,,
6859,16,DNF,,14,,46,0,1,0,,Collision
6851,17,DNF,,1,,45,0,1,0,,Engine
6858,18,DNF,,20,5,39,0,1,0,,Accident
6869,19,DNF,,19,,31,0,1,0,,Collision damage
6861,20,DNF,,16,,30,0,1,0,,Collision
6870,21,DNF,,22,,25,0,1,0,,Accident
6863,22,DNF,,18,,25,0,1,0,,Hydraulics
6852,23,DNF,,2,,18,0,1,0,,Collision
6850,24,DNF,,5,,18,0,1,0,,Collision
