sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2020-07-R,7200,1,1,5048761,1,,44,25,1,25,,,
2020-07-R,7203,2,2,5057209,2,,44,18,1,18,8448,,
2020-07-R,7199,3,3,5064216,3,,44,15,1,15,15455,,
2020-07-R,7185,4,4,5067638,4,,44,13,1,13,18877,,
2020-07-R,7198,5,5,5089411,6,,44,10,1,10,40650,,
2020-07-R,7196,6,6,5091473,5,,44,8,1,8,42712,,
2020-07-R,7186,7,7,5092535,10,,44,6,1,6,43774,,
2020-07-R,7191,8,8,5096132,12,,44,4,1,4,47371,,
2020-07-R,7194,9,9,5101364,9,,44,2,1,2,52603,,
2020-07-R,7192,10,10,5101940,8,,44,1,1,1,53179,,
2020-07-R,7197,11,11,5118961,11,,44,0,1,0,"01:10,20",,
2020-07-R,7189,12,12,5120265,16,,44,0,1,0,"01:11,50",,
2020-07-R,7187,13,13,5121655,14,,44,0,1,0,"01:12,89",,
2020-07-R,7193,14,14,5123681,13,,44,0,1,0,"01:14,92",,
2020-07-R,7190,15,15,5125554,17,,44,0,1,0,"01:16,79",,
2020-07-R,7188,16,16,5126556,19,,44,0,1,0,"01:17,80",,
2020-07-R,7195,17,17,5134301,20,,44,0,1,0,"01:25,54",,
2020-07-R,7204,18,DNF,,18,,9,0,1,0,,,Accident
2020-07-R,7202,19,DNF,,15,,9,0,1,0,,,Collision
2020-07-R,7201,20,DNS,,,,,0,1,0,,,Power unit
