sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1959-06-R,2069,1,1,7771600,1,,60,9,1,9,,,
1959-06-R,2071,2,2,7773500,3,,60,6,1,6,1900,,
1959-06-R,2070,3,3,7836400,6,,60,4,1,4,"01:04,80",,
1959-06-R,2073,4,4,,12,,59,3,1,3,+1 lap,,
1959-06-R,2074,5,5,,7,,58,2,1,2,+2 laps,,
1959-06-R,2020,6,6,,15,,56,0,1,0,+4 laps,,
1959-06-R,2075,7,7,,8,,49,0,1,0,+11 laps,,
1959-06-R,2067,8,DNF,,9,,37,0,1,0,,,Transmission
1959-06-R,2076,9,DNF,,11,,35,0,1,0,,,Accident
1959-06-R,2068,10,DNF,,5,,23,0,1,0,,,Engine
1959-06-R,2066,11,DNF,,4,,15,0,1,0,,,Transmission
1959-06-R,2080,12,DNF,,10,,10,0,1,0,,,Gearbox
1959-06-R,2079,13,DNF,,13,,7,0,1,0,,,Differential
1959-06-R,2081,14,DNF,,14,,2,0,1,0,,,Clutch
1959-06-R,2072,15,DNF,,2,,1,0,1,0,,,Transmission
