sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2010-13-R,6848,1,1,5344268,2,,44,25,1,25,,,
2010-13-R,6852,2,2,5345839,1,,44,18,1,18,1571,,
2010-13-R,6857,3,3,5347761,3,,44,15,1,15,3493,,
2010-13-R,6853,4,4,5352532,6,,44,12,1,12,8264,,
2010-13-R,6859,5,5,5353362,8,,44,10,1,10,9094,,
2010-13-R,6850,6,6,5356627,14,5,44,8,1,8,12359,,
2010-13-R,6849,7,7,5359816,21,10,44,6,1,6,15548,,
2010-13-R,6868,8,8,5360946,17,,44,4,1,4,16678,,
2010-13-R,6858,9,9,5368119,23,,44,2,1,2,23851,,
2010-13-R,6860,10,10,5379099,12,,44,1,1,1,34831,,
2010-13-R,6867,11,11,5380287,24,10,44,0,1,0,36019,,
2010-13-R,6861,12,12,5384163,16,3,44,0,1,0,39895,,
2010-13-R,6862,13,13,5393725,11,,44,0,1,0,49457,20000,
2010-13-R,6856,14,14,,9,,43,0,1,0,+1 lap,,
2010-13-R,6851,15,15,,4,,43,0,1,0,+1 lap,,
2010-13-R,6864,16,16,,13,,43,0,1,0,+1 lap,,
2010-13-R,6870,17,17,,22,,43,0,1,0,+1 lap,,
2010-13-R,6869,18,18,,20,5,43,0,1,0,+1 lap,,
2010-13-R,6863,19,19,,15,,43,0,1,0,+1 lap,,
2010-13-R,6878,20,20,,19,,42,0,1,0,+2 laps,,
2010-13-R,6854,21,DNF,,10,,37,0,1,0,,,Accident
2010-13-R,6847,22,DNF,,5,,15,0,1,0,,,Collision damage
2010-13-R,6866,23,DNF,,18,,5,0,1,0,,,Suspension
2010-13-R,6855,24,DNF,,7,,0,0,1,0,,,Collision
