sessionId,entrantId,positionOrder,positionText,laps,time
1994-14-WU,6331,1,1,11,83571
1994-14-WU,6291,2,2,13,84402
1994-14-WU,6340,3,3,11,84455
1994-14-WU,6293,4,4,15,84514
1994-14-WU,6329,5,5,17,84538
1994-14-WU,6300,6,6,10,84841
1994-14-WU,6328,7,7,11,84969
1994-14-WU,6306,8,8,16,85180
1994-14-WU,6310,9,9,9,85318
1994-14-WU,6289,10,10,13,85425
1994-14-WU,6296,11,11,13,85482
1994-14-WU,6299,12,12,12,85492
1994-14-WU,6294,13,13,11,85503
1994-14-WU,6292,14,14,14,85772
1994-14-WU,6324,15,15,12,85916
1994-14-WU,6344,16,16,14,85921
1994-14-WU,6325,17,17,14,85950
1994-14-WU,6295,18,18,15,86069
1994-14-WU,6290,19,19,10,86264
1994-14-WU,6341,20,20,13,86295
1994-14-WU,6323,21,21,6,86667
1994-14-WU,6302,22,22,15,86702
1994-14-WU,6342,23,23,12,87498
1994-14-WU,6311,24,24,13,87802
1994-14-WU,6343,25,25,15,87955
1994-14-WU,6345,26,26,13,89206
