entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
7229,1,1,5068471,1,,57,25,1,25,,,
7228,2,2,5094214,7,5,57,19,1,19,25743,,
7223,3,3,5127928,3,,57,15,1,15,59457,,
7222,4,4,5130777,11,,57,12,1,12,"01:02,31",,
7227,5,5,5149041,9,,57,10,1,10,"01:20,57",,
7225,6,6,5149745,12,,57,8,1,8,"01:21,27",,
7236,7,7,5150382,5,,57,6,1,6,"01:21,91",,
7235,8,8,5151597,13,,57,4,1,4,"01:23,13",,
7216,9,9,,4,,56,2,1,2,+1 lap,,
7217,10,10,,10,,56,1,1,1,+1 lap,,
7221,11,11,,2,,56,0,1,0,+1 lap,,
7215,12,12,,14,,56,0,1,0,+1 lap,,
7226,13,13,,8,,56,0,1,0,+1 lap,,
7219,14,14,,16,,56,0,1,0,+1 lap,,
7234,15,15,,18,,56,0,1,0,+1 lap,,
7230,16,16,,19,,56,0,1,0,+1 lap,,
7232,17,17,,15,,55,0,1,0,+2 laps,,
7220,18,18,,20,,55,0,1,0,+2 laps,,
7218,19,DNF,,17,,50,0,1,0,,,Puncture
7233,20,DNF,,6,3,48,0,1,0,,,Puncture damage
