sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2016-02-R,7066,1,1,5614696,2,,57,25,1,25,,,
2016-02-R,7067,2,2,5624978,4,,57,18,1,18,10282,,
2016-02-R,7081,3,3,5644844,1,,57,15,1,15,30148,,
2016-02-R,7064,4,4,5677190,5,,57,12,1,12,"01:02,49",,
2016-02-R,7068,5,5,5692995,9,,57,10,1,10,"01:18,30",,
2016-02-R,7080,6,6,5695625,10,,57,8,1,8,"01:20,93",,
2016-02-R,7077,7,7,,15,,56,6,1,6,+1 lap,,
2016-02-R,7073,8,8,,7,,56,4,1,4,+1 lap,,
2016-02-R,7083,9,9,,6,,56,2,1,2,+1 lap,,
2016-02-R,7087,10,10,,12,,56,1,1,1,+1 lap,,
2016-02-R,7074,11,11,,PL,,56,0,1,0,+1 lap,,
2016-02-R,7069,12,12,,17,,56,0,1,0,+1 lap,,
2016-02-R,7085,13,13,,16,,56,0,1,0,+1 lap,,
2016-02-R,7071,14,14,,21,,56,0,1,0,+1 lap,,
2016-02-R,7078,15,15,,8,,56,0,1,0,+1 lap,,
2016-02-R,7070,16,16,,18,,56,0,1,0,+1 lap,,
2016-02-R,7084,17,17,,20,,56,0,1,0,+1 lap,,
2016-02-R,7082,18,DNF,,11,,29,0,1,0,,,Collision damage
2016-02-R,7075,19,DNF,,13,,9,0,1,0,,,Brakes
2016-02-R,7076,20,DNF,,14,,6,0,1,0,,,Engine
2016-02-R,7065,21,DNS,,3,,,0,1,0,,,Engine
2016-02-R,7079,22,DNS,,19,,,0,1,0,,,Hydraulics
