sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2019-11-R,7170,1,1,6271275,2,,64,26,1,26,,,
2019-11-R,7159,2,2,6278608,20,SFB,64,18,1,18,7333,,
2019-11-R,7168,3,3,6279580,14,,64,15,1,15,8305,,
2019-11-R,7165,4,4,6280241,15,,64,12,1,12,8966,,
2019-11-R,7172,5,5,6280858,7,,64,10,1,10,9583,,
2019-11-R,7167,6,6,6281327,16,,64,8,1,8,10052,,
2019-11-R,7161,7,7,6288113,6,,64,6,1,6,16838,,
2019-11-R,7166,8,8,6290040,12,,64,4,1,4,18765,,
2019-11-R,7171,9,9,6290942,1,,64,2,1,2,19667,,
2019-11-R,7175,10,10,6296262,18,,64,1,1,1,24987,,
2019-11-R,7173,11,11,6297679,17,,64,0,1,0,26404,,
2019-11-R,7160,12,12,6313489,5,,64,0,1,0,42214,30000,
2019-11-R,7176,13,13,6315124,11,,64,0,1,0,43849,30000,
2019-11-R,7162,14,14,,4,,61,0,1,0,,,Collision
2019-11-R,7174,15,DNF,,3,,56,0,1,0,,,Accident
2019-11-R,7169,16,DNF,,9,,39,0,1,0,,,Accident
2019-11-R,7164,17,DNF,,10,,27,0,1,0,,,Accident
2019-11-R,7158,18,DNF,,19,SFB,25,0,1,0,,,Power loss
2019-11-R,7157,19,DNF,,13,,13,0,1,0,,,Exhaust
2019-11-R,7163,20,DNF,,8,,1,0,1,0,,,Accident
