sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2022-20-R,7245,1,1,5916729,1,,71,25,1,25,,,
2022-20-R,7261,2,2,5931915,3,,71,18,1,18,15186,,
2022-20-R,7251,3,3,5934826,4,,71,15,1,15,18097,,
2022-20-R,7264,4,4,5966160,2,,71,13,1,13,49431,,
2022-20-R,7263,5,5,5974852,5,,71,10,1,10,58123,,
2022-20-R,7253,6,6,5985503,7,,71,8,1,8,"01:08,77",,
2022-20-R,7246,7,7,,11,,70,6,1,6,+1 lap,10000,
2022-20-R,7260,8,8,,10,,70,4,1,4,+1 lap,,
2022-20-R,7247,9,9,,8,,70,2,1,2,+1 lap,,
2022-20-R,7265,10,10,,6,,70,1,1,1,+1 lap,,
2022-20-R,7250,11,11,,14,,70,0,1,0,+1 lap,,
2022-20-R,7257,12,12,,17,,70,0,1,0,+1 lap,,
2022-20-R,7258,13,13,,12,,70,0,1,0,+1 lap,,
2022-20-R,7248,14,14,,16,,70,0,1,0,+1 lap,,
2022-20-R,7254,15,15,,20,3,70,0,1,0,+1 lap,,
2022-20-R,7262,16,16,,15,,70,0,1,0,+1 lap,,
2022-20-R,7255,17,17,,19,5,70,0,1,0,+1 lap,,
2022-20-R,7249,18,18,,18,,69,0,1,0,+2 laps,,
2022-20-R,7252,19,19,,9,,63,0,1,0,,,Engine
2022-20-R,7256,20,DNF,,13,,50,0,1,0,,,Collision damage
