entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6929,1,1,5470744,1,,60,25,1,25,,,
6933,2,2,5480181,5,,60,18,1,18,9437,,
6930,3,3,5483961,2,,60,15,1,15,13217,,
6932,4,4,5484653,3,,60,12,1,12,13909,,
6931,5,5,5497010,4,,60,10,1,10,26266,,
6934,6,6,5515418,6,,60,8,1,8,44674,,
6937,7,7,5515971,7,,60,6,1,6,45227,,
6940,8,8,5525742,12,,60,4,1,4,54998,,
6938,9,9,5526847,11,,60,2,1,2,56103,,
6946,10,10,5545719,13,,60,1,1,1,"01:14,97",,
6936,11,11,5552438,10,,60,0,1,0,"01:21,69",,
6939,12,12,5553559,16,,60,0,1,0,"01:22,81",,
6943,13,13,5556808,15,,60,0,1,0,"01:26,06",,
6941,14,14,5557239,17,,60,0,1,0,"01:26,50",,
6944,15,15,,18,,59,0,1,0,+1 lap,,
6945,16,16,,9,,59,0,1,0,+1 lap,,
6948,17,17,,19,,59,0,1,0,+1 lap,,
6947,18,18,,20,,59,0,1,0,+1 lap,,
6952,19,19,,24,,59,0,1,0,+1 lap,,
6951,20,20,,21,,58,0,1,0,+2 laps,,
6950,21,21,,23,,58,0,1,0,+2 laps,,
6935,22,22,,14,,55,0,1,0,,,Gearbox
6949,23,DNF,,22,,42,0,1,0,,,Brakes
6942,24,DNF,,8,,20,0,1,0,,,Collision
