sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1980-09-R,5478,1,1,4979730,5,,45,9,1,9,,,
1980-09-R,5480,2,2,4982920,4,,45,6,1,6,3190,,
1980-09-R,5484,3,3,5023260,1,,45,4,0,4,43530,,
1980-09-R,5460,4,4,5024210,6,,45,3,1,3,44480,,
1980-09-R,5476,5,5,5056220,19,,45,2,1,2,"01:16,49",,
1980-09-R,5457,6,6,5068450,16,,45,1,1,1,"01:28,72",,
1980-09-R,5466,7,7,5072740,9,,45,0,1,0,"01:33,01",,
1980-09-R,5482,8,8,5087480,17,,45,0,1,0,"01:47,75",,
1980-09-R,5481,9,9,,10,,44,0,1,0,+1 lap,,
1980-09-R,5486,10,10,,22,,44,0,1,0,+1 lap,,
1980-09-R,5463,11,11,,14,,44,0,1,0,+1 lap,,
1980-09-R,5488,12,12,,13,,44,0,1,0,+1 lap,,
1980-09-R,5456,13,13,,21,,44,0,1,0,+1 lap,,
1980-09-R,5498,14,14,,24,,44,0,1,0,+1 lap,,
1980-09-R,5485,15,15,,23,,44,0,1,0,+1 lap,,
1980-09-R,5467,16,16,,11,,43,0,1,0,,,Wheel bearing
1980-09-R,5462,17,DNF,,20,,39,0,1,0,,,Engine
1980-09-R,5469,18,DNF,,2,,27,0,1,0,,,Engine
1980-09-R,5470,19,DNF,,3,,26,0,1,0,,,Engine
1980-09-R,5483,20,DNF,,18,,23,0,1,0,,,Gearbox
1980-09-R,5477,21,DNF,,7,,18,0,1,0,,,Transmission
1980-09-R,5501,22,DNF,,12,,18,0,1,0,,,Brakes
1980-09-R,5505,23,DNF,,8,,8,0,1,0,,,Wheel bearing
1980-09-R,5500,24,DNF,,15,,4,0,1,0,,,Gearbox
