sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2022-08-R,7245,1,1,5645941,3,,51,25,1,25,,,
2022-08-R,7251,2,2,5666764,2,,51,19,1,19,20823,,
2022-08-R,7264,3,3,5691936,5,,51,15,1,15,45995,,
2022-08-R,7261,4,4,5717620,7,,51,12,1,12,"01:11,68",,
2022-08-R,7250,5,5,5723240,6,,51,10,1,10,"01:17,30",,
2022-08-R,7248,6,6,5730040,9,,51,8,1,8,"01:24,10",,
2022-08-R,7252,7,7,5734537,10,,51,6,1,6,"01:28,60",,
2022-08-R,7246,8,8,5738148,12,,51,4,1,4,"01:32,21",,
2022-08-R,7247,9,9,5738497,11,,51,2,1,2,"01:32,56",,
2022-08-R,7260,10,10,5754125,13,,51,1,1,1,"01:48,18",,
2022-08-R,7265,11,11,,15,,50,0,1,0,+1 lap,,
2022-08-R,7257,12,12,,17,,50,0,1,0,+1 lap,,
2022-08-R,7256,13,13,,8,,50,0,1,0,+1 lap,,
2022-08-R,7262,14,14,,20,,50,0,1,0,+1 lap,,
2022-08-R,7249,15,15,,18,,50,0,1,0,+1 lap,5000,
2022-08-R,7254,16,16,,19,,46,0,1,0,,,Vibrations
2022-08-R,7255,17,DNF,,16,,31,0,1,0,,,Power unit
2022-08-R,7258,18,DNF,,14,,23,0,1,0,,,Hydraulics
2022-08-R,7253,19,DNF,,1,,21,0,1,0,,,Power unit
2022-08-R,7263,20,DNF,,4,,8,0,1,0,,,Hydraulics
