sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2011-16-R,6882,1,1,5881994,2,,55,25,1,25,,,
2011-16-R,6884,2,2,5894013,1,,55,18,1,18,12019,,
2011-16-R,6883,3,3,5894471,4,,55,15,1,15,12477,,
2011-16-R,6885,4,4,5896688,3,,55,12,1,12,14694,,
2011-16-R,6915,5,5,5897683,6,,55,10,1,10,15689,,
2011-16-R,6916,6,6,5907127,5,,55,8,1,8,25133,,
2011-16-R,6900,7,7,5931532,11,,55,6,1,6,49538,,
2011-16-R,6889,8,8,5936047,7,,55,4,1,4,54053,,
2011-16-R,6899,9,9,5944756,13,,55,2,1,2,"01:02,76",,
2011-16-R,6895,10,10,5950596,9,,55,1,1,1,"01:08,60",,
2011-16-R,6894,11,11,5953223,10,,55,0,1,0,"01:11,23",,
2011-16-R,6892,12,12,5975062,18,,55,0,1,0,"01:33,07",,
2011-16-R,6921,13,13,,15,,54,0,1,0,+1 lap,,
2011-16-R,6902,14,14,,19,,54,0,1,0,+1 lap,,
2011-16-R,6897,15,15,,14,,54,0,1,0,+1 lap,,
2011-16-R,6898,16,16,,17,,54,0,1,0,+1 lap,,
2011-16-R,6904,17,17,,20,,54,0,1,0,+1 lap,,
2011-16-R,6907,18,18,,21,,54,0,1,0,+1 lap,,
2011-16-R,6917,19,19,,24,,54,0,1,0,+1 lap,,
2011-16-R,6908,20,20,,22,,54,0,1,0,+1 lap,,
2011-16-R,6906,21,21,,23,,52,0,1,0,+3 laps,,
2011-16-R,6893,22,DNF,,16,,30,0,1,0,,,Clutch
2011-16-R,6891,23,DNF,,8,,16,0,1,0,,,Collision damage
2011-16-R,6888,24,DNF,,12,,15,0,1,0,,,Collision
