sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1977-02-R,5205,1,1,6307720,2,,40,9,1,9,,,
1977-02-R,5194,2,2,6318430,1,,40,6,1,6,10710,,
1977-02-R,5204,3,3,6415230,13,,40,4,1,4,"01:47,51",,
1977-02-R,5214,4,4,,16,,39,3,1,3,+1 lap,,
1977-02-R,5199,5,5,,10,,39,2,1,2,+1 lap,,
1977-02-R,5208,6,6,,18,,39,1,1,1,+1 lap,,
1977-02-R,5215,7,7,,19,,38,0,1,0,+2 laps,,
1977-02-R,5207,8,DNF,,12,,33,0,1,0,,,Engine
1977-02-R,5201,9,DNF,,5,,33,0,1,0,,,Accident
1977-02-R,5209,10,DNF,,20,,32,0,1,0,,,Suspension
1977-02-R,5200,11,DNF,,7,,30,0,1,0,,,Accident
1977-02-R,5213,12,DNF,,14,,26,0,1,0,,,Accident
1977-02-R,5197,13,DNF,,6,,23,0,1,0,,,Accident
1977-02-R,5198,14,DNF,,3,,19,0,1,0,,,Ignition
1977-02-R,5202,15,DNF,,21,,16,0,1,0,,,Engine
1977-02-R,5195,16,DNF,,4,,12,0,1,0,,,Accident
1977-02-R,5212,17,DNF,,9,,12,0,1,0,,,Accident
1977-02-R,5196,18,DNF,,8,,12,0,1,0,,,Accident
1977-02-R,5211,19,DNF,,15,,11,0,1,0,,,Engine
1977-02-R,5210,20,DNF,,11,,11,0,1,0,,,Accident
1977-02-R,5203,21,DNF,,17,,1,0,1,0,,,Transmission
1977-02-R,5216,22,DNF,,22,,1,0,1,0,,,Overheating
