sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1952-01-R,394,1,1,10906100,2,,62,9,1,9,,,
1952-01-R,400,2,2,11063300,5,,62,6,1,6,"02:37,20",,
1952-01-R,382,3,3,,7,,61,4,1,4,+1 lap,,
1952-01-R,390,4,4,,13,,60,3,1,3,+2 laps,,
1952-01-R,392,5,5,,15,,59,2,1,2,+3 laps,,
1952-01-R,398,6,6,,8,,58,0,1,0,+4 laps,,
1952-01-R,401,7,7,,19,,56,0,1,0,+6 laps,,
1952-01-R,391,8,8,,17,,55,0,1,0,+7 laps,,
1952-01-R,384,9,DNF,,11,,52,0,1,0,,,Engine
1952-01-R,393,10,DNF,,4,,51,0,1,0,,,Magneto
1952-01-R,395,10,DNF,,4,,51,0,1,0,,,Magneto
1952-01-R,399,11,DNF,,18,,31,0,1,0,,,Engine
1952-01-R,403,12,DNF,,9,,24,0,1,0,,,Withdrew
1952-01-R,389,13,DNF,,12,,24,0,1,0,,,Withdrew
1952-01-R,383,14,DNF,,3,,20,0,1,0,,,Radiator
1952-01-R,393,15,DNF,,1,,16,0,1,0,,,Magneto
1952-01-R,388,16,DNF,,6,,12,0,1,0,,,Halfshaft
1952-01-R,387,17,DNF,,10,,12,0,1,0,,,Halfshaft
1952-01-R,381,18,DNF,,16,,4,0,1,0,,,Fuel leak
1952-01-R,380,19,DNF,,14,,4,0,1,0,,,Engine
1952-01-R,385,20,DNF,,20,,2,0,1,0,,,Accident
1952-01-R,404,21,DNF,,21,,1,0,1,0,,,Magneto
1952-01-R,386,22,DNS,,22,,,0,1,0,,,Engine
