entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7229,1,1,5441001,4,,53,25,1,25,,
7228,2,2,5494272,20,SFB,53,18,1,18,,
7236,3,3,5503476,2,,53,15,1,15,,
7215,4,4,5506608,5,,53,12,1,12,,
7233,5,5,5508534,16,15,53,10,1,10,,
7223,6,6,5522322,6,,53,8,1,8,,
7216,7,7,5528225,1,,53,7,1,7,,
7219,8,8,5529956,13,,53,4,1,4,,
7222,9,9,5531077,8,,53,2,1,2,,
7232,10,10,5541552,3,,53,1,1,1,,
7225,11,11,5557199,7,,53,0,1,0,10000,
7217,12,12,,10,,52,0,1,0,,
7221,13,13,,11,,52,0,1,0,,
7227,14,14,,9,,52,0,1,0,,
7235,15,15,,19,SFB,52,0,1,0,,
7234,16,16,,17,5,52,0,1,0,,
7226,17,17,,12,,52,0,1,0,,
7220,18,18,,15,,51,0,1,0,,
7218,19,19,,18,SFB,47,0,1,0,,Accident damage
7230,20,DNF,,14,,32,0,1,0,,Oil leak
