sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1994-13-R,6331,1,1,6070165,2,,71,10,1,10,,,
1994-13-R,6332,2,2,6070768,3,,71,6,1,6,603,,
1994-13-R,6293,3,3,6090358,4,,71,4,1,4,20193,,
1994-13-R,6299,4,4,6098168,8,,71,3,1,3,28003,,
1994-13-R,6292,5,5,6099550,10,,71,2,1,2,29385,,
1994-13-R,6294,6,6,6122867,7,,71,1,1,1,52702,,
1994-13-R,6300,7,7,,13,,70,0,1,0,+1 lap,,
1994-13-R,6295,8,8,,11,,70,0,1,0,+1 lap,,
1994-13-R,6296,9,9,,16,,70,0,1,0,+1 lap,,
1994-13-R,6305,10,10,,21,,70,0,1,0,+1 lap,,
1994-13-R,6321,11,11,,20,,70,0,1,0,+1 lap,,
1994-13-R,6323,12,12,,18,,69,0,1,0,+2 laps,,
1994-13-R,6324,13,13,,19,,69,0,1,0,+2 laps,,
1994-13-R,6337,14,14,,23,,69,0,1,0,+2 laps,,
1994-13-R,6330,15,15,,26,,67,0,1,0,+4 laps,,
1994-13-R,6334,16,16,,25,,67,0,1,0,+4 laps,,
1994-13-R,6290,17,DNF,,12,,61,0,1,0,,,Engine
1994-13-R,6336,18,DNF,,14,,60,0,1,0,,,Spun off
1994-13-R,6325,19,DNF,,17,,54,0,1,0,,,Spun off
1994-13-R,6328,20,DNF,,5,,38,0,1,0,,,Collision
1994-13-R,6311,21,DNF,,24,,36,0,1,0,,,Collision
1994-13-R,6310,22,DNF,,9,,31,0,1,0,,,Differential
1994-13-R,6302,23,DNF,,22,,27,0,1,0,,,Suspension
1994-13-R,6289,24,DNF,,6,,26,0,1,0,,,Gearbox
1994-13-R,6329,25,DNF,,1,,7,0,1,0,,,Gearbox
1994-13-R,6306,26,DSQ,,15,,70,0,1,0,,,Illegal skid block wear
