sessionId,entrantId,positionOrder,positionText,laps,time
1994-13-FP1,6332,1,1,21,82133
1994-13-FP1,6331,2,2,21,82204
1994-13-FP1,6289,3,3,19,82374
1994-13-FP1,6299,4,4,21,82491
1994-13-FP1,6293,5,5,22,82565
1994-13-FP1,6294,6,6,22,82735
1994-13-FP1,6329,7,7,19,82796
1994-13-FP1,6328,8,8,16,83383
1994-13-FP1,6310,9,9,23,83782
1994-13-FP1,6300,10,10,11,83794
1994-13-FP1,6292,11,11,23,83818
1994-13-FP1,6290,12,12,23,83824
1994-13-FP1,6321,13,13,17,83844
1994-13-FP1,6295,14,14,16,84026
1994-13-FP1,6336,15,15,21,84191
1994-13-FP1,6296,16,16,13,84256
1994-13-FP1,6325,17,17,22,84272
1994-13-FP1,6324,18,18,22,84585
1994-13-FP1,6323,19,19,19,84723
1994-13-FP1,6337,20,20,23,84841
1994-13-FP1,6311,21,21,23,85345
1994-13-FP1,6302,22,22,21,85382
1994-13-FP1,6306,23,23,21,85499
1994-13-FP1,6330,24,24,13,86075
1994-13-FP1,6305,25,25,10,86381
1994-13-FP1,6334,26,26,23,86846
1994-13-FP1,6339,27,27,8,90740
1994-13-FP1,6338,28,28,10,91253
