sessionId,entrantId,positionOrder,positionText,laps,time
1957-03-Q1,1546,1,1,,250090
1957-03-Q1,1580,2,2,,250220
1957-03-Q1,1569,3,3,,252150
1957-03-Q1,1547,4,4,,252530
1957-03-Q1,1541,5,5,,253340
1957-03-Q1,1540,6,6,,253510
1957-03-Q1,1579,7,7,,253920
1957-03-Q1,1548,8,8,,254600
1957-03-Q1,1553,9,9,,255810
1957-03-Q1,1570,10,10,,248590
1957-03-Q1,1545,11,11,,250820
1957-03-Q1,1576,12,12,,251320
1957-03-Q1,1544,13,13,,252080
1957-03-Q1,1552,14,14,,254830
1957-03-Q1,1174,15,15,,254980
1957-03-Q1,1542,16,16,,255290
1957-03-Q1,1549,17,17,,255710
1957-03-Q1,1577,18,18,,256390
1957-03-Q1,1551,19,19,,256470
1957-03-Q1,1565,20,20,,256830
1957-03-Q1,1538,21,21,,257790
1957-03-Q1,1556,22,22,,252740
1957-03-Q1,1558,23,23,,254300
1957-03-Q1,1543,24,24,,254740
1957-03-Q1,1563,25,25,,255130
1957-03-Q1,1571,26,26,,255570
1957-03-Q1,1574,27,27,,256320
1957-03-Q1,1567,28,28,,256540
1957-03-Q1,1572,29,29,,256770
1957-03-Q1,1581,30,30,,257130
1957-03-Q1,1557,31,31,,257430
1957-03-Q1,1555,32,32,,257500
1957-03-Q1,1583,33,33,,257550
