sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1957-03-R,1544,1,1,13274250,13,,200,8,1,8,,,
1957-03-R,1555,2,2,13295711,32,,200,7,1,7,21461,,
1957-03-R,1174,3,3,13408220,15,,200,4,1,4,"02:13,97",,
1957-03-R,1570,4,4,13451110,10,,200,3,1,3,"02:56,86",,
1957-03-R,1576,5,5,13468520,12,,200,2,1,2,"03:14,27",,
1957-03-R,1541,6,6,13549520,5,,200,0,1,0,"04:35,27",,
1957-03-R,1567,7,7,13559830,28,,200,0,1,0,"04:45,58",,
1957-03-R,1546,8,8,13607400,1,,200,0,1,0,"05:33,15",,
1957-03-R,1542,9,9,13651360,16,,200,0,1,0,"06:17,11",,
1957-03-R,1552,10,10,13704370,14,,200,0,1,0,"07:10,12",,
1957-03-R,1551,11,11,13750320,19,,200,0,1,0,"07:56,07",,
1957-03-R,1545,12,12,,11,,199,0,1,0,+1 lap,,
1957-03-R,1583,13,13,,33,,197,0,1,0,+3 laps,,
1957-03-R,1563,14,14,,25,,196,0,1,0,+4 laps,,
1957-03-R,1556,15,15,,22,,195,0,1,0,+5 laps,,
1957-03-R,1549,16,16,,17,,195,0,1,0,+5 laps,,
1957-03-R,1538,17,17,,21,,192,0,1,0,+8 laps,,
1957-03-R,1540,18,18,,6,,182,0,1,0,,,Throttle
1957-03-R,1574,19,19,,27,,170,0,1,0,,,Spun off
1957-03-R,1557,20,20,,31,,138,0,1,0,,,Clutch
1957-03-R,1581,21,21,,30,,111,0,1,0,,,Accident
1957-03-R,1547,22,22,,4,,107,0,1,0,,,Fuel leak
1957-03-R,1580,23,23,,2,,105,0,1,0,,,Fuel leak
1957-03-R,1577,24,24,,18,,101,0,1,0,,,Accident
1957-03-R,1565,25,25,,20,,93,0,1,0,,,Wheel bearing
1957-03-R,1558,26,26,,23,,81,0,1,0,,,Fuel leak
1957-03-R,1548,27,27,,8,,75,0,1,0,,,Accident
1957-03-R,1572,28,28,,29,,53,0,1,0,,,Accident
1957-03-R,1579,29,29,,7,,51,0,1,0,,,Retirement
1957-03-R,1543,30,30,,24,,27,0,1,0,,,Compressor
1957-03-R,1569,31,31,,3,,13,0,1,0,,,Engine
1957-03-R,1571,32,32,,26,,0,0,1,0,,,Accident
1957-03-R,1553,33,33,,9,,0,0,1,0,,,Accident
