entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
190,1,1,7673640,1,,42,9,1,9,,
198,2,2,7728880,6,,42,6,1,6,,
189,3,3,7752950,2,,42,4,1,4,,
192,4,4,,4,,41,3,1,3,,
191,5,5,,5,,40,2,1,2,,
188,6,6,,7,,40,0,1,0,,
193,7,7,,19,,40,0,1,0,,
185,8,8,,14,,40,0,1,0,,
182,9,9,,8,,39,0,1,0,,
180,10,10,,12,,39,0,1,0,,
195,11,11,,10,,39,0,1,0,,
194,12,12,,17,,38,0,1,0,,
179,13,13,,18,,35,0,1,0,,
196,14,14,,21,,31,0,1,0,,
186,15,DNF,,9,,36,0,1,0,,Accident
183,16,DNF,,11,,30,0,1,0,,Accident
184,17,DNF,,20,,23,0,1,0,,Magneto
181,18,DNF,,15,,14,0,1,0,,Ignition
187,19,DNF,,3,,12,0,1,0,,Accident
197,20,DNF,,13,,10,0,1,0,,Oil pump
202,21,DNF,,16,,0,0,1,0,,Fuel system
