sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2008-02-R,6794,1,1,5478555,2,,56,10,1,10,,,
2008-02-R,6797,2,2,5498125,4,,56,8,1,8,19570,,
2008-02-R,6815,3,3,5517005,8,5,56,6,1,6,38450,,
2008-02-R,6804,4,4,5524387,3,,56,5,1,5,45832,,
2008-02-R,6814,5,5,5525103,9,5,56,4,1,4,46548,,
2008-02-R,6796,6,6,5528388,5,,56,3,1,3,49833,,
2008-02-R,6803,7,7,5546685,6,,56,2,1,2,"01:08,13",,
2008-02-R,6798,8,8,5548596,7,,56,1,1,1,"01:10,04",,
2008-02-R,6802,9,9,5554775,12,,56,0,1,0,"01:16,22",,
2008-02-R,6808,10,10,5564769,11,,56,0,1,0,"01:26,21",,
2008-02-R,6799,11,11,5570757,13,,56,0,1,0,"01:32,20",,
2008-02-R,6813,12,12,,17,,55,0,1,0,+1 lap,,
2008-02-R,6809,13,13,,14,,55,0,1,0,+1 lap,,
2008-02-R,6800,14,14,,16,,55,0,1,0,+1 lap,,
2008-02-R,6811,15,15,,21,,55,0,1,0,+1 lap,,
2008-02-R,6810,16,16,,19,,54,0,1,0,+2 laps,,
2008-02-R,6801,17,17,,22,10,54,0,1,0,+2 laps,,
2008-02-R,6807,18,DNF,,15,,39,0,1,0,,,Hydraulics
2008-02-R,6795,19,DNF,,1,,30,0,1,0,,,Spun off
2008-02-R,6812,20,DNF,,20,,5,0,1,0,,,Hydraulics
2008-02-R,6805,21,DNF,,10,,1,0,1,0,,,Collision
2008-02-R,6806,22,DNF,,18,,0,0,1,0,,,Spun off
