entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7264,1,1,1811307,3,,24,8,1,8,,
7263,2,2,1815302,5,,24,7,1,7,,
7261,3,3,1815799,8,,24,6,1,6,,
7245,4,4,1821801,2,,24,5,1,5,,
7251,5,5,1823162,9,,24,4,1,4,,
7253,6,6,1824440,10,,24,3,1,3,,
7247,7,7,1836931,4,,24,2,1,2,,
7255,8,8,1840075,1,,24,1,1,1,,
7248,9,9,1841525,13,,24,0,1,0,,
7250,10,10,1845477,12,,24,0,1,0,,
7246,11,11,1850702,14,,24,0,1,0,,
7262,12,12,1852466,20,,24,0,1,0,,
7258,13,13,1853070,17,,24,0,1,0,,
7265,14,14,1853645,18,,24,0,1,0,,
7256,15,15,1861613,19,,24,0,1,0,,
7254,16,16,1862007,15,,24,0,1,0,10000,
7260,17,17,1863063,6,,24,0,1,0,,
7252,18,18,1865292,7,,24,0,1,0,5000,
7249,19,19,1888157,16,,24,0,1,0,,
7257,20,DNF,,11,,12,0,1,0,,
