sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1951-02-R,247,1,1,14258050,2,,200,9,1,9,,,
1951-02-R,245,2,2,14365293,7,,200,6,1,6,"01:47,24",,
1951-02-R,212,3,3,14429440,3,,200,2,1,2,"02:51,39",,
1951-02-R,234,4,4,14538170,31,,200,3,1,3,"04:40,12",,
1951-02-R,232,5,5,14550280,29,,200,2,1,2,"04:52,23",,
1951-02-R,203,6,6,14598070,17,,200,0,1,0,"05:40,02",,
1951-02-R,238,7,7,,24,,193,0,1,0,+7 laps,,
1951-02-R,224,8,8,,4,,180,0,1,0,+20 laps,,
1951-02-R,207,9,9,,9,,178,0,1,0,,,Spun off
1951-02-R,217,10,10,,1,,151,0,1,0,,,Retirement
1951-02-R,239,11,11,,22,,142,0,1,0,,,Engine
1951-02-R,222,12,12,,12,,135,0,1,0,,,Engine
1951-02-R,213,13,13,,16,,129,0,1,0,,,Engine
1951-02-R,216,14,14,,5,,126,0,1,0,,,Accident
1951-02-R,204,15,15,,14,,123,0,1,0,,,Engine
1951-02-R,243,16,16,,27,,110,0,1,0,,,Axle
1951-02-R,235,17,17,,11,,109,0,1,0,,,Clutch
1951-02-R,242,18,18,,15,,100,0,1,0,,,Fire
1951-02-R,240,19,19,,33,,97,0,1,0,,,Clutch
1951-02-R,210,20,20,,19,,93,0,1,0,,,Fire
1951-02-R,205,21,21,,8,,87,0,1,0,,,Magneto
1951-02-R,206,22,22,,10,,80,0,1,0,,,Engine
1951-02-R,246,23,23,,6,,78,0,1,0,,,Engine
1951-02-R,208,24,24,,32,,73,0,1,0,,,Overheating
1951-02-R,226,25,25,,28,,56,0,1,0,,,Ignition
1951-02-R,229,26,26,,13,,55,0,1,0,,,Magneto
1951-02-R,231,27,27,,25,,34,0,1,0,,,Oil pipe
1951-02-R,220,28,28,,18,,30,0,1,0,,,Axle
1951-02-R,244,29,29,,20,,29,0,1,0,,,Oil leak
1951-02-R,219,30,30,,21,,29,0,1,0,,,Transmission
1951-02-R,218,31,31,,23,,18,0,1,0,,,Engine
1951-02-R,214,32,32,,26,,15,0,1,0,,,Fuel leak
1951-02-R,223,33,33,,30,,8,0,1,0,,,Transmission
