entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7228,1,1,4938925,1,,71,25,1,25,,
7229,2,2,4974668,2,,71,19,1,19,,
7233,3,3,4985832,5,3,71,15,1,15,,
7222,4,4,4986359,4,,71,12,1,12,,
7216,5,5,,3,,70,10,1,10,,
7241,6,6,,12,,70,8,1,8,,
7240,7,7,,7,,70,6,1,6,,
7225,8,8,,9,,70,4,1,4,,
7223,9,9,,8,,70,2,1,2,,
7226,10,10,,11,3,70,1,1,1,,
7219,11,11,,18,,70,0,1,0,,
7217,12,12,,14,,70,0,1,0,,
7215,13,13,,13,,70,0,1,0,,
7227,14,14,,17,,70,0,1,0,,
7234,15,15,,15,,70,0,1,0,,
7230,16,16,,19,,69,0,1,0,,
7218,17,17,,16,,68,0,1,0,,
7220,18,18,,20,,68,0,1,0,,
7232,19,DNF,,10,,36,0,1,0,,Power unit
7221,20,DNF,,6,,1,0,1,0,,Collision
