sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1969-04-R,3904,1,1,7602080,2,,90,9,1,9,,,
1969-04-R,3887,2,2,7626600,10,,90,6,1,6,24520,,
1969-04-R,3907,3,3,7632590,4,,90,4,1,4,30510,,
1969-04-R,3906,4,4,7639240,7,,90,3,1,3,37160,,
1969-04-R,3910,5,5,7639750,5,,90,2,1,2,37670,,
1969-04-R,3909,6,6,7672890,8,,90,1,1,1,"01:10,81",,
1969-04-R,3861,7,7,,3,,88,0,1,0,+2 laps,,
1969-04-R,3905,8,8,,11,,87,0,1,0,+3 laps,,
1969-04-R,3890,9,9,,12,,87,0,1,0,+3 laps,,
1969-04-R,3911,10,10,,15,,84,0,1,0,+6 laps,,
1969-04-R,3903,11,DNF,,14,,54,0,1,0,,,Ignition
1969-04-R,3883,12,DNF,,6,,24,0,1,0,,,Suspension
1969-04-R,3862,13,DNF,,1,,16,0,1,0,,,Halfshaft
1969-04-R,3902,14,DNF,,9,,12,0,1,0,,,Clutch
1969-04-R,3901,15,DNF,,13,,9,0,1,0,,,Gearbox
