entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7245,1,1,5059293,4,,50,25,1,25,,
7253,2,2,5059842,2,,50,19,1,19,,
7263,3,3,5067390,3,,50,15,1,15,,
7251,4,4,5070093,1,,50,12,1,12,,
7264,5,5,5092025,6,,50,10,1,10,,
7260,6,6,5115310,5,,50,8,1,8,,
7247,7,7,5115417,11,,50,6,1,6,,
7250,8,8,5122239,9,,50,4,1,4,,
7255,9,9,5123601,10,,50,2,1,2,,
7261,10,10,5133241,15,,50,1,1,1,,
7258,11,11,5141508,12,,50,0,1,0,,
7259,12,12,5151035,17,,50,0,1,0,,
7254,13,13,,13,,49,0,1,0,,
7257,14,14,,16,,47,0,1,0,,Collision damage
7265,15,DNF,,8,,36,0,1,0,,Cooling system
7252,16,DNF,,7,,35,0,1,0,,Water pump
7246,17,DNF,,14,3,35,0,1,0,,Gearbox
7249,18,DNF,,18,,14,0,1,0,,Accident
7256,19,DNS,,,,,0,1,0,,Power unit
