entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6795,1,1,5510245,2,,70,10,1,10,,,
6794,2,2,5528229,1,,70,8,1,8,17984,,
6804,3,3,5538495,4,,70,6,1,6,28250,,
6815,4,4,5539174,10,5,70,5,1,5,28929,,
6797,5,5,5540757,5,,70,4,1,4,30512,,
6803,6,6,5550549,6,,70,3,1,3,40304,,
6799,7,7,5551278,9,,70,2,1,2,41033,,
6798,8,8,5553617,3,,70,1,1,1,43372,,
6802,9,9,5561317,7,,70,0,1,0,51072,,
6814,10,10,5564766,13,10,70,0,1,0,54521,,
6805,11,11,5567983,8,,70,0,1,0,57738,,
6817,12,12,5568310,12,,70,0,1,0,58065,,
6796,13,13,5572324,11,,70,0,1,0,"01:02,08",,
6809,14,14,,20,5,69,0,1,0,+1 lap,,
6801,15,15,,15,,69,0,1,0,+1 lap,,
6800,16,16,,19,10,69,0,1,0,+1 lap,,
6816,17,17,,14,,69,0,1,0,+1 lap,,
6813,18,18,,17,,69,0,1,0,+1 lap,,
6812,19,19,,18,,69,0,1,0,+1 lap,,
6808,20,DNF,,16,,16,0,1,0,,,Collision damage
