sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2015-13-R,7037,1,1,7282118,1,,61,25,1,25,,,
2015-13-R,7036,2,2,7283596,2,,61,18,1,18,1478,,
2015-13-R,7039,3,3,7299272,3,,61,15,1,15,17154,,
2015-13-R,7038,4,4,7306838,6,,61,12,1,12,24720,,
2015-13-R,7054,5,5,7316322,7,,61,10,1,10,34204,,
2015-13-R,7048,6,6,7317626,4,,61,8,1,8,35508,,
2015-13-R,7042,7,7,7332954,13,,61,6,1,6,50836,,
2015-13-R,7051,8,8,7333568,8,,61,4,1,4,51450,,
2015-13-R,7053,9,9,7334978,14,,61,2,1,2,52860,,
2015-13-R,7043,10,10,7372163,16,,61,1,1,1,"01:30,05",,
2015-13-R,7041,11,11,7379625,17,,61,0,1,0,"01:37,51",,
2015-13-R,7044,12,12,7379836,18,,61,0,1,0,"01:37,72",,
2015-13-R,7040,13,13,,10,,59,0,1,0,,,Gearbox
2015-13-R,7062,14,14,,20,5,59,0,1,0,+2 laps,,
2015-13-R,7050,15,15,,19,5,59,0,1,0,+2 laps,,
2015-13-R,7047,16,DNF,,15,,52,0,1,0,,,Gearbox
2015-13-R,7056,17,DNF,,12,,33,0,1,0,,,Gearbox
2015-13-R,7052,18,DNF,,5,,32,0,1,0,,,Power unit
2015-13-R,7045,19,DNF,,9,,30,0,1,0,,,Gearbox
2015-13-R,7049,20,DNF,,11,,12,0,1,0,,,Collision
